id;cadastrado_em;modificado_em;excluido;data_hora;total_entradas;total_saidas;saldo_anterior;saldo_final;estorno;auditado;caixa_id;instituicao_id;ano;mes;total_transf_entradas;total_transf_saidas;aux_data_hora;aux_saldo_anterior;aux_saldo_final;aux_total_entradas;aux_total_saidas;aux_total_transf_entradas;aux_total_transf_saidas
209794;2024-01-01 04:57:40.860199+00;2024-01-01 04:57:40.86025+00;false;2023-12-01 03:00:00+00;8320,33;9467,99;20335,33;19187,67;false;false;5088;2784;2023;12;0;0;\0;0;0;0;0;0;0
209795;2024-01-01 05:03:10.073326+00;2024-01-01 05:03:10.073377+00;false;2023-12-01 03:00:00+00;301;166;363,97;135;false;false;2234;2195;2023;12;0;363,97;\0;0;0;0;0;0;0
209796;2024-01-01 05:03:10.084637+00;2024-01-01 05:03:10.084679+00;false;2023-12-01 03:00:00+00;4973,44;5470,57;752,62;619,46;false;false;3752;2195;2023;12;363,97;0;\0;0;0;0;0;0;0
209797;2024-01-01 11:38:21.118192+00;2024-01-01 11:38:21.118253+00;false;2023-12-01 03:00:00+00;38842,93;43283,87;83947,58;79506,64;false;false;2251;2212;2023;12;0;0;\0;0;0;0;0;0;0
209798;2024-01-01 11:56:39.18383+00;2024-01-01 11:56:39.183882+00;false;2023-12-01 03:00:00+00;5613,8;4472,65;1828,61;1769,76;false;false;2105;2066;2023;12;0;1200;\0;0;0;0;0;0;0
209799;2024-01-01 11:56:39.196562+00;2024-01-01 11:56:39.196607+00;false;2023-12-01 03:00:00+00;12392,21;13810,33;27666,9;27448,78;false;false;4461;2066;2023;12;1200;0;\0;0;0;0;0;0;0
209800;2024-01-01 12:48:39.718924+00;2024-01-01 12:48:39.71896+00;false;2023-12-01 03:00:00+00;4637,1;4208,71;6712,41;7140,8;false;false;2259;2220;2023;12;0;0;\0;0;0;0;0;0;0
209801;2024-01-01 13:44:43.399262+00;2024-01-01 13:44:43.399293+00;false;2023-12-01 03:00:00+00;11288,48;10224,75;1974,05;3037,78;false;false;2468;2429;2023;12;0;0;\0;0;0;0;0;0;0
209812;2024-01-01 14:41:01.358518+00;2024-01-01 14:41:01.358612+00;false;2023-12-01 03:00:00+00;4470,85;7810,82;10836,81;7496,84;false;false;2003;1964;2023;12;0;0;\0;0;0;0;0;0;0
209813;2024-01-01 14:41:01.37+00;2024-01-01 14:41:01.370045+00;false;2023-12-01 03:00:00+00;2833,7;5348,16;4711,47;2197,01;false;false;6084;1964;2023;12;0;0;\0;0;0;0;0;0;0
209814;2024-01-01 14:48:16.622321+00;2024-01-01 14:48:16.622369+00;false;2023-12-01 03:00:00+00;1578,5;1758,26;1135,84;956,08;false;false;2244;2205;2023;12;0;0;\0;0;0;0;0;0;0
209815;2024-01-01 14:54:21.513749+00;2024-01-01 14:54:21.51379+00;false;2023-12-01 03:00:00+00;2220;2645,54;2520,17;2094,63;false;false;1931;1892;2023;12;0;0;\0;0;0;0;0;0;0
209816;2024-01-01 14:54:21.524344+00;2024-01-01 14:54:21.524378+00;false;2023-12-01 03:00:00+00;4399,4;3885,7;732,74;1246,44;false;false;2912;1892;2023;12;0;0;\0;0;0;0;0;0;0
209817;2024-01-01 15:21:13.811393+00;2024-01-01 15:21:13.811428+00;false;2023-12-01 03:00:00+00;1818;1701;3572,37;3689,37;false;false;2683;2644;2023;12;0;0;\0;0;0;0;0;0;0
209818;2024-01-01 15:21:13.82271+00;2024-01-01 15:21:13.822773+00;false;2023-12-01 03:00:00+00;1046;1000;9650,27;9696,27;false;false;2945;2644;2023;12;0;0;\0;0;0;0;0;0;0
209819;2024-01-01 16:23:28.245736+00;2024-01-01 16:23:28.245787+00;false;2023-12-01 03:00:00+00;1660,15;2015,6;1246,98;891,53;false;false;2615;2576;2023;12;0;0;\0;0;0;0;0;0;0
209820;2024-01-01 16:31:14.726444+00;2024-01-01 16:31:14.726495+00;false;2023-12-01 03:00:00+00;16507,88;13383,94;99,08;3223,02;false;false;2294;2255;2023;12;0;0;\0;0;0;0;0;0;0
209821;2024-01-01 16:31:59.62568+00;2024-01-01 16:31:59.625729+00;false;2023-12-01 03:00:00+00;19669,6;19593,97;138617,5;138693,13;false;false;2479;2440;2023;12;0;0;\0;0;0;0;0;0;0
209822;2024-01-01 16:31:59.638692+00;2024-01-01 16:31:59.638734+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4530;2440;2023;12;0;0;\0;0;0;0;0;0;0
209823;2024-01-01 17:23:30.37615+00;2024-01-01 17:23:30.376203+00;false;2023-12-01 03:00:00+00;3032,1;4920,22;5039,79;3151,67;false;false;5623;2818;2023;12;0;0;\0;0;0;0;0;0;0
209824;2024-01-01 17:23:47.89015+00;2024-01-01 17:23:47.890185+00;false;2023-12-01 03:00:00+00;5388,35;7774,4;17608,96;15222,91;false;false;2604;2565;2023;12;0;0;\0;0;0;0;0;0;0
209825;2024-01-01 17:23:47.89891+00;2024-01-01 17:23:47.898951+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3525;2565;2023;12;0;0;\0;0;0;0;0;0;0
209826;2024-01-01 17:23:47.90699+00;2024-01-01 17:23:47.907021+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3545;2565;2023;12;0;0;\0;0;0;0;0;0;0
209827;2024-01-01 17:23:47.913291+00;2024-01-01 17:23:47.913322+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5084;2565;2023;12;0;0;\0;0;0;0;0;0;0
209828;2024-01-01 18:07:14.136986+00;2024-01-01 18:07:14.137042+00;false;2023-12-01 03:00:00+00;4131,96;4096,37;4,95;40,54;false;false;2376;2337;2023;12;0;0;\0;0;0;0;0;0;0
209829;2024-01-01 18:08:56.863351+00;2024-01-01 18:08:56.863399+00;false;2023-12-01 03:00:00+00;10881;11178,83;19034,97;18737,14;false;false;1994;1955;2023;12;0;0;\0;0;0;0;0;0;0
209830;2024-01-01 18:08:56.876795+00;2024-01-01 18:08:56.876845+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;2798;1955;2023;12;0;0;\0;0;0;0;0;0;0
209831;2024-01-01 18:54:08.024873+00;2024-01-01 18:54:08.024925+00;false;2023-12-01 03:00:00+00;8952,07;10315,31;1401,91;38,67;false;false;1970;1931;2023;12;0;0;\0;0;0;0;0;0;0
209832;2024-01-01 18:54:08.035454+00;2024-01-01 18:54:08.035485+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3303;1931;2023;12;0;0;\0;0;0;0;0;0;0
209833;2024-01-01 19:39:04.150216+00;2024-01-01 19:39:04.150262+00;false;2023-12-01 03:00:00+00;5881,7;72,44;26,5;3,15;false;false;2398;2359;2023;12;202,83;6035,44;\0;0;0;0;0;0;0
209834;2024-01-01 19:39:04.161407+00;2024-01-01 19:39:04.161455+00;false;2023-12-01 03:00:00+00;23331,16;28272,11;6612,07;7503,73;false;false;4333;2359;2023;12;6035,44;202,83;\0;0;0;0;0;0;0
209835;2024-01-01 19:39:04.171706+00;2024-01-01 19:39:04.171751+00;false;2023-12-01 03:00:00+00;0;0;225,49;225,49;false;false;5685;2359;2023;12;0;0;\0;0;0;0;0;0;0
209836;2024-01-01 20:04:06.661411+00;2024-01-01 20:04:06.661464+00;false;2023-12-01 03:00:00+00;9140;10304,35;1223,73;59,38;false;false;1999;1960;2023;12;0;0;\0;0;0;0;0;0;0
209837;2024-01-01 20:09:29.597019+00;2024-01-01 20:09:29.597073+00;false;2023-12-01 03:00:00+00;3641,97;2691,79;468,19;1418,37;false;false;2395;2356;2023;12;0;0;\0;0;0;0;0;0;0
209838;2024-01-01 20:09:29.610975+00;2024-01-01 20:09:29.611021+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3822;2356;2023;12;0;0;\0;0;0;0;0;0;0
209839;2024-01-01 20:09:29.620883+00;2024-01-01 20:09:29.620927+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5448;2356;2023;12;0;0;\0;0;0;0;0;0;0
209840;2024-01-01 20:13:30.618158+00;2024-01-01 20:13:30.618193+00;false;2023-12-01 03:00:00+00;13108,89;11639,62;8627,1;10096,37;false;false;2540;2501;2023;12;0;0;\0;0;0;0;0;0;0
209841;2024-01-01 20:13:30.628164+00;2024-01-01 20:13:30.628226+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4118;2501;2023;12;0;0;\0;0;0;0;0;0;0
209842;2024-01-01 20:20:45.452391+00;2024-01-01 20:20:45.45244+00;false;2023-12-01 03:00:00+00;2332;2350,11;432,02;413,91;false;false;2459;2420;2023;12;0;0;\0;0;0;0;0;0;0
209843;2024-01-01 21:16:52.453601+00;2024-01-01 21:16:52.453632+00;false;2023-12-01 03:00:00+00;6472,98;4261,84;792,07;1641,33;false;false;2374;2335;2023;12;0;1361,88;\0;0;0;0;0;0;0
209844;2024-01-01 21:16:52.462888+00;2024-01-01 21:16:52.46292+00;false;2023-12-01 03:00:00+00;0;2043,59;4715,34;4033,63;false;false;5409;2335;2023;12;1361,88;0;\0;0;0;0;0;0;0
209845;2024-01-01 21:42:33.713151+00;2024-01-01 21:42:33.713201+00;false;2023-12-01 03:00:00+00;1463,1;2401,57;1209,75;271,28;false;false;2555;2516;2023;12;0;0;\0;0;0;0;0;0;0
209846;2024-01-01 21:42:33.72515+00;2024-01-01 21:42:33.725198+00;false;2023-12-01 03:00:00+00;5973,04;6140,97;404,31;236,38;false;false;3815;2516;2023;12;0;0;\0;0;0;0;0;0;0
209847;2024-01-01 21:44:59.883596+00;2024-01-01 21:44:59.88363+00;false;2023-12-01 03:00:00+00;6680,3;7659,55;9757,86;8778,61;false;false;2626;2587;2023;12;0;0;\0;0;0;0;0;0;0
209848;2024-01-01 21:57:34.918166+00;2024-01-01 21:57:34.918221+00;false;2023-12-01 03:00:00+00;30966,76;30342,77;0;0;false;false;2144;2105;2023;12;0;623,99;\0;0;0;0;0;0;0
209849;2024-01-01 21:57:34.930197+00;2024-01-01 21:57:34.930247+00;false;2023-12-01 03:00:00+00;4963,5;5590,96;0;0;false;false;3095;2105;2023;12;627,46;0;\0;0;0;0;0;0;0
209850;2024-01-01 21:57:34.947976+00;2024-01-01 21:57:34.948023+00;false;2023-12-01 03:00:00+00;0;0;41570,52;41788,22;false;false;4337;2105;2023;12;845,16;627,46;\0;0;0;0;0;0;0
209851;2024-01-01 21:57:34.961013+00;2024-01-01 21:57:34.961047+00;false;2023-12-01 03:00:00+00;4666,5;4445,33;0;0;false;false;4423;2105;2023;12;0;221,17;\0;0;0;0;0;0;0
209852;2024-01-01 21:57:34.973925+00;2024-01-01 21:57:34.973973+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;2857;2105;2023;12;0;0;\0;0;0;0;0;0;0
209853;2024-01-01 21:57:34.989192+00;2024-01-01 21:57:34.989241+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;2905;2105;2023;12;0;0;\0;0;0;0;0;0;0
209854;2024-01-01 21:57:34.999545+00;2024-01-01 21:57:34.999584+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4156;2105;2023;12;0;0;\0;0;0;0;0;0;0
209855;2024-01-01 21:57:35.009248+00;2024-01-01 21:57:35.009294+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4378;2105;2023;12;0;0;\0;0;0;0;0;0;0
209856;2024-01-01 22:17:38.977389+00;2024-01-01 22:17:38.977438+00;false;2023-12-01 03:00:00+00;1941;2165,25;545,45;321,2;false;false;2247;2208;2023;12;0;0;\0;0;0;0;0;0;0
209858;2024-01-01 22:17:38.984798+00;2024-01-01 22:17:38.984828+00;false;2023-12-01 03:00:00+00;11159,34;10825,37;1118,43;1452,4;false;false;5213;2208;2023;12;0;0;\0;0;0;0;0;0;0
209859;2024-01-01 22:17:38.990186+00;2024-01-01 22:17:38.990212+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3996;2208;2023;12;0;0;\0;0;0;0;0;0;0
209860;2024-01-01 22:17:38.995511+00;2024-01-01 22:17:38.995537+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3997;2208;2023;12;0;0;\0;0;0;0;0;0;0
209861;2024-01-01 22:17:39.000448+00;2024-01-01 22:17:39.000474+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3998;2208;2023;12;0;0;\0;0;0;0;0;0;0
209862;2024-01-01 22:17:39.006147+00;2024-01-01 22:17:39.006187+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3999;2208;2023;12;0;0;\0;0;0;0;0;0;0
209863;2024-01-01 22:17:39.0135+00;2024-01-01 22:17:39.013539+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4000;2208;2023;12;0;0;\0;0;0;0;0;0;0
209864;2024-01-01 22:17:39.020947+00;2024-01-01 22:17:39.020988+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4037;2208;2023;12;0;0;\0;0;0;0;0;0;0
209865;2024-01-01 22:17:39.028645+00;2024-01-01 22:17:39.028686+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4684;2208;2023;12;0;0;\0;0;0;0;0;0;0
209866;2024-01-01 22:21:35.239333+00;2024-01-01 22:21:35.23938+00;false;2023-12-01 03:00:00+00;9919,45;10021,85;666,61;564,21;false;false;1934;1895;2023;12;0;0;\0;0;0;0;0;0;0
209867;2024-01-01 22:21:35.256089+00;2024-01-01 22:21:35.25614+00;false;2023-12-01 03:00:00+00;889,75;840,65;133,9;183;false;false;2816;1895;2023;12;0;0;\0;0;0;0;0;0;0
209868;2024-01-01 22:21:35.266821+00;2024-01-01 22:21:35.266868+00;false;2023-12-01 03:00:00+00;1451,6;1313,56;1046,31;1184,35;false;false;3446;1895;2023;12;0;0;\0;0;0;0;0;0;0
209869;2024-01-01 22:21:35.276384+00;2024-01-01 22:21:35.276431+00;false;2023-12-01 03:00:00+00;772,2;782,55;550,29;539,94;false;false;5938;1895;2023;12;0;0;\0;0;0;0;0;0;0
209870;2024-01-01 22:21:35.293602+00;2024-01-01 22:21:35.293647+00;false;2023-12-01 03:00:00+00;2755,45;1546,29;1249,33;2458,49;false;false;5939;1895;2023;12;0;0;\0;0;0;0;0;0;0
209871;2024-01-01 22:21:35.305396+00;2024-01-01 22:21:35.305436+00;false;2023-12-01 03:00:00+00;1503,25;1380;898,03;1021,28;false;false;6304;1895;2023;12;0;0;\0;0;0;0;0;0;0
209872;2024-01-01 22:53:01.87059+00;2024-01-01 22:53:01.870647+00;false;2023-12-01 03:00:00+00;10865;10865;0;0;false;false;2151;2112;2023;12;0;0;\0;0;0;0;0;0;0
209873;2024-01-01 23:24:45.016248+00;2024-01-01 23:24:45.016301+00;false;2023-12-01 03:00:00+00;9998;9998;0;0;false;false;2630;2591;2023;12;0;0;\0;0;0;0;0;0;0
209874;2024-01-01 23:29:26.512261+00;2024-01-01 23:29:26.512317+00;false;2023-12-01 03:00:00+00;5782,9;5397,9;322,15;707,15;false;false;2066;2027;2023;12;0;0;\0;0;0;0;0;0;0
209880;2024-01-02 00:03:50.640516+00;2024-01-02 00:03:50.640559+00;false;2023-12-01 03:00:00+00;2250,6;1752,48;1860,02;2358,14;false;false;3892;2733;2023;12;0;0;\0;0;0;0;0;0;0
209881;2024-01-02 00:06:43.895241+00;2024-01-02 00:06:43.895298+00;false;2023-12-01 03:00:00+00;24179,67;26556,48;43621;41244,19;false;false;2688;2649;2023;12;0;0;\0;0;0;0;0;0;0
209882;2024-01-02 00:42:13.303721+00;2024-01-02 00:42:13.303761+00;false;2023-12-01 03:00:00+00;4245,85;4175,45;1558,82;1629,22;false;false;4687;2756;2023;12;0;0;\0;0;0;0;0;0;0
209883;2024-01-02 01:03:16.004115+00;2024-01-02 01:03:16.004156+00;false;2023-12-01 03:00:00+00;3907;3915,2;23,56;15,36;false;false;2306;2267;2023;12;0;0;\0;0;0;0;0;0;0
209884;2024-01-02 01:03:16.013171+00;2024-01-02 01:03:16.013205+00;false;2023-12-01 03:00:00+00;1102;1223,68;131,42;9,74;false;false;3654;2267;2023;12;0;0;\0;0;0;0;0;0;0
209885;2024-01-02 01:03:16.019713+00;2024-01-02 01:03:16.019753+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3655;2267;2023;12;0;0;\0;0;0;0;0;0;0
209886;2024-01-02 01:03:16.027228+00;2024-01-02 01:03:16.027257+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3656;2267;2023;12;0;0;\0;0;0;0;0;0;0
209887;2024-01-02 01:03:16.03331+00;2024-01-02 01:03:16.033347+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3657;2267;2023;12;0;0;\0;0;0;0;0;0;0
209888;2024-01-02 01:03:16.039273+00;2024-01-02 01:03:16.0393+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3736;2267;2023;12;0;0;\0;0;0;0;0;0;0
209889;2024-01-02 01:03:16.045837+00;2024-01-02 01:03:16.045874+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4724;2267;2023;12;0;0;\0;0;0;0;0;0;0
209890;2024-01-02 01:03:16.052271+00;2024-01-02 01:03:16.0523+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4725;2267;2023;12;0;0;\0;0;0;0;0;0;0
209891;2024-01-02 01:03:16.057803+00;2024-01-02 01:03:16.05783+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5320;2267;2023;12;0;0;\0;0;0;0;0;0;0
209892;2024-01-02 01:38:18.559842+00;2024-01-02 01:38:18.559879+00;false;2023-12-01 03:00:00+00;13640,47;18079,18;5952,35;1513,64;false;false;1963;1924;2023;12;0;0;\0;0;0;0;0;0;0
209893;2024-01-02 01:38:18.570484+00;2024-01-02 01:38:18.570528+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;2993;1924;2023;12;0;0;\0;0;0;0;0;0;0
209894;2024-01-02 01:38:18.579065+00;2024-01-02 01:38:18.579109+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4996;1924;2023;12;0;0;\0;0;0;0;0;0;0
209897;2024-01-02 02:07:40.152449+00;2024-01-02 02:07:40.1525+00;false;2023-12-01 03:00:00+00;23037,29;17222,52;16902,08;22716,85;false;false;1968;1929;2023;12;0;0;\0;0;0;0;0;0;0
209898;2024-01-02 02:07:40.166197+00;2024-01-02 02:07:40.166244+00;false;2023-12-01 03:00:00+00;0;0;5508,87;5508,87;false;false;5005;1929;2023;12;0;0;\0;0;0;0;0;0;0
209899;2024-01-02 03:10:58.638911+00;2024-01-02 03:10:58.638965+00;false;2023-12-01 03:00:00+00;6157,6;5109,41;21,97;70,16;false;false;5648;2833;2023;12;0;1000;\0;0;0;0;0;0;0
209900;2024-01-02 03:10:58.651893+00;2024-01-02 03:10:58.651942+00;false;2023-12-01 03:00:00+00;0;3498,8;3265;766,2;false;false;5658;2833;2023;12;1000;0;\0;0;0;0;0;0;0
209901;2024-01-02 10:53:39.000967+00;2024-01-02 10:53:39.001016+00;false;2023-12-01 03:00:00+00;12363,93;18175,03;8502,69;2691,59;false;false;1991;1952;2023;12;0;0;\0;0;0;0;0;0;0
209902;2024-01-02 10:53:39.012769+00;2024-01-02 10:53:39.012814+00;false;2023-12-01 03:00:00+00;570;278,08;1806,95;2098,87;false;false;3916;1952;2023;12;0;0;\0;0;0;0;0;0;0
209903;2024-01-02 10:53:39.021429+00;2024-01-02 10:53:39.021468+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4253;1952;2023;12;0;0;\0;0;0;0;0;0;0
209904;2024-01-02 11:04:00.790695+00;2024-01-02 11:04:00.790742+00;false;2023-12-01 03:00:00+00;2712,7;2190,11;2921,46;3444,05;false;false;2648;2609;2023;12;0;0;\0;0;0;0;0;0;0
209905;2024-01-02 11:04:00.805599+00;2024-01-02 11:04:00.805646+00;false;2023-12-01 03:00:00+00;8528,97;5710,93;5690,54;8508,58;false;false;3760;2609;2023;12;0;0;\0;0;0;0;0;0;0
209906;2024-01-02 11:04:00.818459+00;2024-01-02 11:04:00.818496+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3859;2609;2023;12;0;0;\0;0;0;0;0;0;0
209907;2024-01-02 11:04:00.827435+00;2024-01-02 11:04:00.827485+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3860;2609;2023;12;0;0;\0;0;0;0;0;0;0
209908;2024-01-02 11:04:00.837184+00;2024-01-02 11:04:00.837218+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3861;2609;2023;12;0;0;\0;0;0;0;0;0;0
209909;2024-01-02 11:04:00.848141+00;2024-01-02 11:04:00.848191+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3862;2609;2023;12;0;0;\0;0;0;0;0;0;0
209910;2024-01-02 11:04:00.857457+00;2024-01-02 11:04:00.857506+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5713;2609;2023;12;0;0;\0;0;0;0;0;0;0
209911;2024-01-02 12:49:17.935038+00;2024-01-02 12:49:17.935078+00;false;2023-12-01 03:00:00+00;4487;4436,52;382,36;432,84;false;false;2682;2643;2023;12;0;0;\0;0;0;0;0;0;0
209913;2024-01-02 13:09:49.552718+00;2024-01-02 13:09:49.552769+00;false;2023-12-01 03:00:00+00;10168,01;10165,08;0,15;3,08;false;false;2341;2302;2023;12;0;0;\0;0;0;0;0;0;0
209914;2024-01-02 13:19:06.580513+00;2024-01-02 13:19:06.580566+00;false;2023-12-01 03:00:00+00;13881,62;13140,03;8539,98;9281,57;false;false;2273;2234;2023;12;0;0;\0;0;0;0;0;0;0
209915;2024-01-02 13:19:06.591698+00;2024-01-02 13:19:06.591751+00;false;2023-12-01 03:00:00+00;0;0;53,35;53,35;false;false;5780;2234;2023;12;0;0;\0;0;0;0;0;0;0
209916;2024-01-02 13:22:21.878789+00;2024-01-02 13:22:21.878842+00;false;2023-12-01 03:00:00+00;16689,45;16918,85;3175,6;2946,2;false;false;3889;2730;2023;12;0;0;\0;0;0;0;0;0;0
209917;2024-01-02 13:22:21.90052+00;2024-01-02 13:22:21.900569+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4106;2730;2023;12;0;0;\0;0;0;0;0;0;0
209918;2024-01-02 13:23:41.071059+00;2024-01-02 13:23:41.071104+00;false;2023-12-01 03:00:00+00;3555,6;2759,08;0;795,21;false;false;2235;2196;2023;12;0;1,31;\0;0;0;0;0;0;0
209919;2024-01-02 13:23:41.080177+00;2024-01-02 13:23:41.080211+00;false;2023-12-01 03:00:00+00;13241,19;12632,69;4345,91;4955,72;false;false;3895;2196;2023;12;1,31;0;\0;0;0;0;0;0;0
209920;2024-01-02 13:23:41.088388+00;2024-01-02 13:23:41.088418+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3896;2196;2023;12;0;0;\0;0;0;0;0;0;0
209921;2024-01-02 13:23:41.095559+00;2024-01-02 13:23:41.095606+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5321;2196;2023;12;0;0;\0;0;0;0;0;0;0
209922;2024-01-02 13:23:41.10244+00;2024-01-02 13:23:41.102471+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5410;2196;2023;12;0;0;\0;0;0;0;0;0;0
209923;2024-01-02 13:23:41.109671+00;2024-01-02 13:23:41.109702+00;false;2023-12-01 03:00:00+00;0;0;20,66;20,66;false;false;6253;2196;2023;12;0;0;\0;0;0;0;0;0;0
209924;2024-01-02 13:23:41.11888+00;2024-01-02 13:23:41.118934+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;6254;2196;2023;12;0;0;\0;0;0;0;0;0;0
209925;2024-01-02 13:23:41.127036+00;2024-01-02 13:23:41.127083+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;6308;2196;2023;12;0;0;\0;0;0;0;0;0;0
209927;2024-01-02 13:44:18.895806+00;2024-01-02 13:44:18.895859+00;false;2023-12-01 03:00:00+00;5899,65;5420;6,85;486,5;false;false;2563;2524;2023;12;0;0;\0;0;0;0;0;0;0
209928;2024-01-02 13:44:18.90789+00;2024-01-02 13:44:18.907927+00;false;2023-12-01 03:00:00+00;1600;300;67,68;1367,68;false;false;5855;2524;2023;12;0;0;\0;0;0;0;0;0;0
209929;2024-01-02 13:44:18.917601+00;2024-01-02 13:44:18.917635+00;false;2023-12-01 03:00:00+00;3767,2;3111,32;8,06;663,94;false;false;5860;2524;2023;12;0;0;\0;0;0;0;0;0;0
209930;2024-01-02 13:44:18.929351+00;2024-01-02 13:44:18.929399+00;false;2023-12-01 03:00:00+00;4760,8;7155,88;2481,5;86,42;false;false;6203;2524;2023;12;0;0;\0;0;0;0;0;0;0
209935;2024-01-02 13:53:20.63496+00;2024-01-02 13:53:20.635004+00;false;2023-12-01 03:00:00+00;22363,88;28066,16;5704,78;2,5;false;false;2048;2009;2023;12;0;0;\0;0;0;0;0;0;0
209936;2024-01-02 13:53:20.647104+00;2024-01-02 13:53:20.647157+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3961;2009;2023;12;0;0;\0;0;0;0;0;0;0
209937;2024-01-02 13:53:20.657264+00;2024-01-02 13:53:20.657302+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;3962;2009;2023;12;0;0;\0;0;0;0;0;0;0
209938;2024-01-02 13:53:20.663455+00;2024-01-02 13:53:20.663483+00;false;2023-12-01 03:00:00+00;0;0;1442,11;1442,11;false;false;4200;2009;2023;12;0;0;\0;0;0;0;0;0;0
209939;2024-01-02 13:53:20.670851+00;2024-01-02 13:53:20.670888+00;false;2023-12-01 03:00:00+00;0;0;1019,2;1019,2;false;false;4201;2009;2023;12;0;0;\0;0;0;0;0;0;0
209940;2024-01-02 13:53:20.676852+00;2024-01-02 13:53:20.676891+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4451;2009;2023;12;0;0;\0;0;0;0;0;0;0
209941;2024-01-02 13:53:20.684438+00;2024-01-02 13:53:20.684479+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5009;2009;2023;12;0;0;\0;0;0;0;0;0;0
209942;2024-01-02 14:11:20.258397+00;2024-01-02 14:11:20.258585+00;false;2023-12-01 03:00:00+00;3246,22;3265,73;19,52;0,01;false;false;1858;1819;2023;12;0;0;\0;0;0;0;0;0;0
209944;2024-01-02 15:35:46.635458+00;2024-01-02 15:35:46.635497+00;false;2023-12-01 03:00:00+00;27380,7;38361;16597,34;5617,04;false;false;1980;1941;2023;12;0;0;\0;0;0;0;0;0;0
209945;2024-01-02 15:35:46.659309+00;2024-01-02 15:35:46.659358+00;false;2023-12-01 03:00:00+00;33322,45;31811,57;12827,06;14337,94;false;false;3925;1941;2023;12;0;0;\0;0;0;0;0;0;0
209946;2024-01-02 15:55:43.52594+00;2024-01-02 15:55:43.526097+00;false;2023-12-01 03:00:00+00;23196,78;23196,7;28,96;29,04;false;false;2577;2538;2023;12;0;0;\0;0;0;0;0;0;0
209947;2024-01-02 15:55:43.537346+00;2024-01-02 15:55:43.537389+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;4085;2538;2023;12;0;0;\0;0;0;0;0;0;0
209948;2024-01-02 15:55:43.547182+00;2024-01-02 15:55:43.547231+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5393;2538;2023;12;0;0;\0;0;0;0;0;0;0
209949;2024-01-02 15:55:43.554448+00;2024-01-02 15:55:43.554481+00;false;2023-12-01 03:00:00+00;0;0;0;0;false;false;5779;2538;2023;12;0;0;\0;0;0;0;0;0;0
209954;2024-01-02 16:18:51.537835+00;2024-01-02 16:18:51.537884+00;false;2023-12-01 03:00:00+00;180;1628,72;1875,73;427,01;false;false;6218;2886;2023;12;0;0;\0;0;0;0;0;0;0
